U235,UO2,Gd2O3,Boron,Water,Pitch,Kmax,Kmin
0.043215115,10.17312321,0.048243272,0.000996242,0.523235821,2.2303994,0.65873,0.65819
0.013656585,10.55239066,0.010933839,0.000290789,0.221031425,2.314842057,0.65992,0.65942
0.012763267,10.86235784,0.034690424,0.000133496,0.146492735,1.990177715,0.66088,0.66038
0.027218045,10.71442246,0.012088064,0.00092828,0.501469107,1.931920106,0.66107,0.66053
0.015590341,10.75912839,0.069389567,0.000268791,0.886545868,1.534980164,0.66199,0.66143
0.014221931,10.52791342,0.085950103,0.000171651,0.136236075,2.326215599,0.66239,0.66193
0.017245386,10.18804853,0.057886624,0.000349442,0.070963488,2.062948543,0.66311,0.66261
0.019525388,10.42646056,0.079600469,0.00069261,0.07405168,1.97906204,0.66324,0.6628
0.028104672,10.06005437,0.030203844,0.00059543,0.538859636,2.116183747,0.66428,0.66378
0.031138299,10.14390847,0.056997679,0.000775752,0.598296067,1.935070614,0.66435,0.66381
0.014559587,10.54894598,0.029421498,0.000272985,0.300210533,2.070602908,0.66456,0.66406
0.022513025,10.25222955,0.05222875,0.000557546,0.32414959,2.293382588,0.66484,0.66432
0.021455172,10.63353056,0.026954079,0.00084682,0.237084132,2.214481754,0.66542,0.66492
0.018411272,10.17561685,0.043768046,0.000345124,0.711310186,1.715224812,0.66547,0.66495
0.020378622,10.67032494,0.020606653,0.000684732,0.767630198,1.498689733,0.66617,0.66573
0.022383397,10.35465515,0.005156624,0.000713839,0.910077362,1.520091018,0.66658,0.6661
0.018847492,10.63539902,0.009669023,0.000132096,0.88562329,2.17867833,0.66711,0.66659
0.029856693,10.00164571,0.026013371,0.000671915,0.570370023,2.039115557,0.66783,0.66731
0.037845418,10.63953839,0.032340926,0.000511784,0.660020748,2.416775408,0.6682,0.66764
0.012257807,10.18803652,0.028944251,9.92E-05,0.588417861,1.295560175,0.66911,0.66863
0.02248308,10.48222654,0.010747222,0.000514414,0.498010661,2.090277673,0.6692,0.66868
0.036527028,10.23404174,0.074369667,0.000500952,0.583700374,2.457160978,0.66942,0.66888
0.036246635,10.51366953,0.044680506,0.000402402,0.933795184,2.176540561,0.67019,0.66969
0.011856332,10.3709333,0.049861131,1.75E-05,0.611672985,1.897398234,0.67061,0.67009
0.025998929,10.64011332,0.090366581,0.000132405,0.08776603,1.273436227,0.67071,0.67025
0.029278911,10.70959137,0.010229412,0.00088864,0.418076494,2.180516899,0.67077,0.67031
0.019817109,10.77065788,0.067168766,0.000807065,0.099546155,1.713842238,0.67124,0.6707
0.024193081,10.50034604,0.088251723,0.000857118,0.985862386,1.331650715,0.67173,0.67121
0.041476631,10.5053943,0.021928291,0.000844331,0.632643339,2.156266819,0.67213,0.67157
0.015972,10.41658827,0.028986454,0.000537934,0.115230233,1.875644414,0.6721,0.67162
0.019035254,10.76192644,0.049405988,0.000415448,0.348547466,2.200461252,0.67224,0.67172
0.01968234,10.06813104,0.09695609,0.000547458,0.885861653,1.340659989,0.67284,0.67234
0.019531237,10.66598062,0.004821201,0.000396559,0.562825293,2.045224632,0.67306,0.67254
0.035886845,10.20566382,0.029563653,0.000814829,0.952510353,1.702580889,0.6738,0.67324
0.042038896,10.13045376,0.033597355,0.000946716,0.884647062,1.775840847,0.67457,0.67403
0.033560173,10.29727272,0.019620574,0.000584008,0.552744626,2.324803991,0.67499,0.67445
0.017434816,10.2244105,0.063964902,0.00024048,0.77188042,1.727504474,0.67504,0.67448
0.030492724,10.50986015,0.043723426,0.000496413,0.97730536,1.839325345,0.67508,0.67456
0.028412695,10.76802374,0.070857635,0.00074211,0.820096014,1.663678936,0.67524,0.67472
0.015955891,10.63786539,0.030395122,0.000448006,0.179185769,1.502142624,0.67563,0.67515
0.035488429,10.8706331,0.08789747,0.000717618,0.01669225,1.282801194,0.67602,0.67562
0.021672607,10.79676637,0.07708366,0.000315328,0.138432911,1.326120452,0.67654,0.67598
0.030714948,10.59688825,0.039763726,0.000605841,0.01137926,1.766361009,0.67717,0.67675
0.022406171,10.31862138,0.084402444,0.000719585,0.498414577,1.654310921,0.67724,0.67674
0.031764604,10.79073283,0.053670419,0.000834289,0.342506042,2.424034499,0.67778,0.67722
0.039141545,10.24861753,0.082997883,0.000898058,0.833355879,1.764186021,0.6792,0.67868
0.029044598,10.09069666,0.018048948,0.000467258,0.495713784,2.398690191,0.67955,0.67901
0.019296173,10.77776761,0.019882611,0.000290105,0.99976829,1.695889951,0.67965,0.67909
0.014916047,10.25918841,0.01033524,0.000231855,0.469117569,1.922357811,0.68035,0.67985
0.010007997,10.18193168,0.007886181,3.38E-06,0.918096629,1.350912399,0.68148,0.68098
0.027252652,10.4195243,0.032273173,0.000798788,0.680213697,1.682915146,0.68262,0.68208
0.023295244,10.00170211,0.064922636,0.000543213,0.398169119,2.053398431,0.68268,0.6822
0.030026833,10.05777251,0.013461183,0.000410933,0.959336367,1.925351963,0.68342,0.68284
0.040013512,10.52710722,0.084001395,0.000303653,0.00324822,1.545252803,0.68529,0.68495
0.033922907,10.35413945,0.000717671,0.000491639,0.777461866,2.30157325,0.68539,0.68487
0.020838449,10.44646044,0.024271787,0.000641322,0.262713635,2.194737677,0.6862,0.68576
0.02432591,10.33783764,0.066046905,0.000759795,0.098127452,1.364746552,0.68625,0.68575
0.016368828,10.11496043,0.032060685,0.00019265,0.206380003,1.371633386,0.68638,0.6859
0.017831564,10.63143056,0.087857181,9.71E-05,0.697869016,2.259360922,0.68721,0.68667
0.028745203,10.02719428,0.070738789,0.000366971,0.490017433,2.486407293,0.68822,0.6877
0.041341501,10.05797707,0.06282325,0.000660578,0.531772313,2.3797727,0.69135,0.69081
0.019967466,10.11370642,0.084610436,0.00064871,0.363283842,1.342133472,0.69218,0.69166
0.013913562,10.66214983,0.031270191,0.000227866,0.843621021,1.276913592,0.69229,0.69175
0.01685295,10.63866705,0.032290007,0.000388571,0.698288344,1.47583598,0.69334,0.69278
0.015252093,10.54642242,0.010243345,0.000367327,0.270593138,2.016845644,0.69332,0.69282
0.017779812,10.79797947,0.057480507,0.000557291,0.422305554,1.351514966,0.69433,0.69383
0.018604469,10.57714897,0.055581533,0.00051838,0.156120248,1.634624335,0.6945,0.69398
0.016034285,10.41811783,0.012327356,8.48E-05,0.049170657,2.020047127,0.69472,0.69424
0.030877522,10.8253922,0.006007203,0.000708631,0.496219048,2.22600608,0.69477,0.69427
0.023438359,10.1035238,0.096785911,0.000230063,0.86412351,1.972506619,0.69492,0.6944
0.031370574,10.04620766,0.022384402,0.00076026,0.309819329,2.497323318,0.69502,0.69448
0.035611984,10.56919081,0.01343017,0.000308116,0.989641931,2.236126441,0.69516,0.69462
0.036643666,10.71956938,0.033624988,0.000431445,0.011698979,1.301090629,0.69511,0.69471
0.046521815,10.96372179,0.017076522,0.000503262,0.882317299,2.29373337,0.6959,0.69532
0.012878717,10.29980467,0.097881163,4.36E-05,0.90177544,1.468785176,0.69592,0.69538
0.019889899,10.10125264,0.088457286,0.000579369,0.341114496,1.597736363,0.69592,0.6954
0.045491244,10.38234673,0.04867208,0.000872668,0.470406358,2.402844515,0.69616,0.69558
0.029160813,10.06277075,0.011612574,0.00028215,0.742239276,2.314351333,0.6969,0.69638
0.025192924,10.81819626,0.065531244,0.000514663,0.677760179,1.827776706,0.69767,0.69713
0.018343617,10.15467394,0.081371884,0.000356927,0.093836445,2.338218486,0.69783,0.69733
0.021342692,10.31581503,0.087878832,0.000117671,0.809234013,2.248086398,0.69808,0.69758
0.014983913,10.70095285,0.013124024,0.000456993,0.587803662,1.299211118,0.6981,0.6976
0.020474287,10.43116101,0.052334212,0.000267062,0.910667462,1.733880206,0.69856,0.69806
0.025941841,10.82718177,0.004344381,0.00072366,0.471358003,2.06806502,0.69863,0.69815
0.024091701,10.09198812,0.070087519,0.000967465,0.807506724,1.252358525,0.69885,0.69833
0.016999954,10.18196445,0.017321142,0.000650221,0.145346924,1.840956004,0.69889,0.69835
0.034986741,10.25260326,0.009912958,0.000663144,0.004301264,2.007687403,0.69946,0.69902
0.028561692,10.38388723,0.071292599,0.000331175,0.709655339,2.1845974,0.69956,0.699
0.017562156,10.27403917,0.00369105,0.000952497,0.020574029,2.487305888,0.7004,0.69992
0.026427199,10.92318401,0.071925787,0.000475426,0.568067056,2.075088094,0.70051,0.69997
0.029899172,10.85016198,0.014152649,0.000692064,0.492775709,2.145369672,0.70106,0.7005
0.02002172,10.2979007,0.009017563,0.000411886,0.619815282,1.795563334,0.7012,0.7007
0.017172299,10.02069568,0.022757315,0.000555928,0.233860443,1.582783702,0.70161,0.70107
0.026300282,10.95317358,0.050878796,0.000738249,0.667886566,1.669062785,0.70172,0.70116
0.046123126,10.45853445,0.057535727,0.000551875,0.954811019,2.070828986,0.70211,0.70151
0.021994292,10.7719256,0.043362419,9.20E-05,0.044488998,1.889081915,0.70219,0.70169
0.027730475,10.37965753,0.039067496,0.000885427,0.662379455,1.586906713,0.7029,0.70238
0.023429554,10.13917371,0.049394001,0.000380618,0.585818453,1.964496066,0.70394,0.70338
0.020733851,10.93051656,0.06921695,0.000838844,0.361569109,1.426315917,0.70465,0.70417
0.014771712,10.42444859,0.004449225,0.000389637,0.818995871,1.354620129,0.70481,0.70429
0.038882192,10.32195373,0.089026719,0.000445045,0.820091062,2.161836178,0.70562,0.70502
0.019240073,10.56821992,0.080254002,0.00053632,0.431797779,1.317329899,0.70576,0.7052
0.021626098,10.21224556,0.062037074,6.66E-05,0.946160287,2.305145271,0.70583,0.70529
0.017984432,10.76601274,0.056688068,0.000393901,0.132887544,1.878381251,0.7059,0.7054
0.023123559,10.19434759,0.061152867,0.000895339,0.566440088,1.374183244,0.70636,0.70584
0.039946411,10.31363753,0.083471033,0.000867817,0.493562059,2.148135713,0.70647,0.70589
0.028431173,10.73052421,0.078010654,0.000175647,0.072946714,1.363097924,0.7069,0.70642
0.020878985,10.03078329,0.014683163,0.000895542,0.530512748,1.399497881,0.70731,0.70681
0.030265832,10.94644365,0.060174606,0.000516717,0.565252363,2.176180874,0.70775,0.70717
0.021129342,10.57224315,0.049417469,0.000330279,0.372523681,2.315592271,0.70777,0.70723
0.019078853,10.7640681,0.017379039,0.000855512,0.169033473,1.991283751,0.70785,0.70739
0.026085015,10.47226689,0.089044866,0.000943767,0.732329873,1.371360819,0.7085,0.70796
0.015460925,10.77960106,0.040251381,0.000228882,0.181641947,1.963450419,0.70905,0.70855
0.041875382,10.65229305,0.054904182,0.000645908,0.701666388,2.142235232,0.70953,0.70895
0.015495347,10.05837625,0.029883127,0.000100937,0.114547057,2.017379059,0.71034,0.70982
0.042663323,10.15476971,0.079955577,0.000662958,0.531050159,2.347941528,0.71077,0.71019
0.023760458,10.02887713,0.063518929,0.000763654,0.459104697,1.592974495,0.71086,0.71036
0.017719724,10.72758825,0.001735868,0.000255224,0.56982997,2.168498098,0.71105,0.71051
0.017476321,10.02500856,0.082383506,0.0002307,0.39862551,1.839368559,0.71282,0.71226
0.013275489,10.77898924,0.043626238,4.77E-05,0.40790671,1.606072586,0.71302,0.7125
0.019619453,10.38789767,0.053820319,0.000622834,0.507935641,1.332324407,0.71306,0.71256
0.020850001,10.46123999,0.002706928,0.000963755,0.020692281,2.10931898,0.71331,0.71279
0.021802715,10.60768127,0.010975978,0.000144912,0.812790885,2.229356514,0.71361,0.71305
0.025844416,10.20431706,0.068052774,0.000480966,0.141320662,1.258417532,0.71453,0.71399
0.017780053,10.61420643,0.039436762,0.000356173,0.628419292,1.537864786,0.71503,0.71451
0.021247548,10.35014992,0.056604836,0.000791688,0.202930816,1.714477764,0.71506,0.71452
0.024294352,10.5353809,0.006534126,0.000621735,0.376240918,2.174053943,0.71516,0.7146
0.032101313,10.29786283,0.045212789,0.000672123,0.506743875,2.066809316,0.7155,0.71496
0.047559758,10.20665248,0.018859065,0.000629496,0.675417053,2.302606049,0.71596,0.71538
0.031482383,10.70406781,0.062059187,0.000799457,0.983966028,1.507426996,0.71596,0.71544
0.023465881,10.87990928,0.088313723,0.000767289,0.606979849,1.448611331,0.71632,0.71578
0.021806279,10.92810606,0.068247508,0.000800589,0.326604931,1.262950842,0.71756,0.71706
0.021194186,10.02450166,0.019938578,0.000584609,0.221004194,2.238921192,0.71787,0.71743
0.025934168,10.14808596,0.006438759,0.000883218,0.88276316,1.415312223,0.71878,0.71826
0.02954953,10.44703789,0.079496094,0.000452478,0.418757545,2.425365324,0.71913,0.71857
0.023444622,10.41634101,0.086572903,0.000717603,0.055038354,2.37406965,0.71998,0.71948
0.020424588,10.91986843,0.086095856,0.000192805,0.485037942,2.339249707,0.72069,0.72017
0.025665542,10.09982797,0.041148906,0.00077335,0.981727563,1.323547214,0.72071,0.72017
0.014554801,10.80325328,0.025273129,0.000154437,0.188602016,2.023068903,0.72108,0.72056
0.023457298,10.24029544,0.022541296,0.000117034,0.993287776,2.144521204,0.72173,0.72117
0.017405743,10.32296724,0.015101191,0.000422565,0.759162191,1.359748549,0.72184,0.72128
0.035132771,10.32114249,0.003177165,0.000777596,0.658019689,1.968678811,0.72238,0.72182
0.023189713,10.0046694,0.051516501,0.000296616,0.389608485,2.37004101,0.72343,0.72289
0.026333759,10.54327883,0.020364406,0.000379057,0.052413874,1.424046863,0.72342,0.72296
0.020670149,10.56549031,0.028014994,0.000938311,0.19071775,1.65617001,0.72368,0.72318
0.034974317,10.20138679,0.06896359,0.000796518,0.00819137,2.442040656,0.72382,0.72342
0.034798757,10.42050181,0.020362256,0.000607348,0.446472381,2.391626066,0.72391,0.72337
0.022369059,10.17049216,0.019386405,0.000291974,0.534351303,2.112384328,0.72649,0.72597
0.036284472,10.88724852,0.049584136,0.000915167,0.604767861,1.850428447,0.72675,0.72615
0.024212619,10.44063355,0.063632011,0.000753077,0.2694974,1.948096994,0.72735,0.72683
0.030908593,10.86971815,0.05254141,0.000574568,0.869768652,1.730877437,0.72766,0.72704
0.039962577,10.7023959,0.063994167,0.000730186,0.008380803,1.692008454,0.72813,0.72773
0.013661675,10.59143781,0.058519978,5.42E-05,0.866149844,1.437453123,0.72855,0.72803
0.024185869,10.70925984,0.021566333,0.000865659,0.028378534,2.119248309,0.72861,0.72809
0.018349194,10.44026844,0.066558245,0.000208434,0.423902747,1.266589392,0.72883,0.72833
0.047870804,10.7172884,0.0971469,0.000729972,0.646864911,2.187201643,0.72893,0.72835
0.028471507,10.23157718,0.014987992,0.000653019,0.37685616,2.203681918,0.72917,0.72861
0.0447689,10.23572421,0.052719406,0.000238538,0.998029806,2.44356773,0.72985,0.72925
0.02386512,10.53516343,0.044827077,0.000275109,0.133355814,1.324771292,0.7303,0.72982
0.037196616,10.18059162,0.012269296,0.000386303,0.910854674,2.092305658,0.73069,0.73015
0.041084962,10.0608353,0.045727039,0.00084173,0.489197468,2.137773462,0.73084,0.73024
0.023705059,10.54448362,0.089303294,0.000618696,0.410294971,1.731941792,0.73118,0.73062
0.025397032,10.64243541,0.027619006,0.000114608,0.828361348,2.428180778,0.73129,0.73079
0.019805771,10.92849646,0.035912788,0.000414279,0.052804357,2.349192783,0.7319,0.73136
0.019440078,10.29216152,0.010752057,0.000587818,0.276533409,1.900658882,0.73206,0.73154
0.022835569,10.19591481,0.022945964,0.000763262,0.883845993,1.267424359,0.73304,0.73252
0.046668304,10.59982229,0.089634652,0.000642048,0.557821363,2.389816615,0.73307,0.73251
0.019625803,10.44563558,0.038551332,0.000388806,0.377092774,1.852436951,0.73346,0.73292
0.025828076,10.40281938,0.068828267,0.000776323,0.253316415,2.055423601,0.73359,0.73309
0.042210845,10.20368646,0.022353321,0.000510177,0.87971755,2.03733722,0.73369,0.73311
0.022162123,10.96863203,0.045178862,5.13E-05,0.040515273,2.218069002,0.73396,0.73342
0.022402677,10.03475791,0.073831428,0.000375473,0.812380357,1.548352445,0.7343,0.73372
0.021512946,10.59490098,0.010745212,0.000979274,0.390743662,1.512666811,0.73449,0.73399
0.019551477,10.88695701,0.033248961,0.000616171,0.566438198,1.322374715,0.73497,0.73443
0.028494076,10.88197741,0.026492957,0.000629311,0.730544096,1.718719561,0.73541,0.73487
0.024075464,10.30333935,0.054322067,0.000950532,0.259882638,1.279745854,0.73605,0.73545
0.039285523,10.15753063,0.064656801,0.000584118,0.989164314,1.765212026,0.73682,0.73628
0.02950883,10.36435391,0.031681312,0.000290204,0.839590064,2.059944707,0.7371,0.73652
0.03141833,10.38272411,0.041533279,0.000771208,0.827872687,1.562385353,0.73717,0.73661
0.024745378,10.06407994,0.014470287,3.80E-05,0.053746357,1.487846619,0.73786,0.73734
0.015111984,10.62008847,0.059929906,6.10E-05,0.652900306,1.822150956,0.73879,0.73825
0.024827899,10.36034262,0.0792584,0.000855566,0.061759986,2.451381809,0.74051,0.73999
0.033975753,10.85070319,0.042309901,0.000837287,0.917060964,1.546789165,0.74078,0.74024
0.039327493,10.13665927,0.091385707,0.0007114,0.758452748,1.80586721,0.74217,0.74159
0.035392389,10.14329495,0.085980599,0.000616129,0.341685289,2.491816457,0.74266,0.74212
0.037577332,10.12646511,0.089688965,0.00059581,0.026864692,1.586890567,0.74265,0.74217
0.031449924,10.87564534,0.061016596,3.62E-05,0.015669172,2.401858643,0.74367,0.74315
0.028438815,10.67806609,0.016101751,0.000521774,0.412944647,2.282683413,0.74397,0.74345
0.046224157,10.36362041,0.092087692,0.000833171,0.586615308,2.068069787,0.74406,0.74358
0.021563448,10.43629021,0.007497381,0.000400141,0.654990946,1.751316154,0.74431,0.74377
0.027790897,10.28975012,0.065994164,0.000693087,0.911237386,1.405644461,0.74477,0.74423
0.021943452,10.27564768,0.034391862,0.000747361,0.281768846,1.290427759,0.74481,0.74425
0.037905111,10.17877364,0.000729309,0.000463437,0.765707192,2.294890264,0.74504,0.74452
0.023102315,10.40442663,0.036889502,0.000985904,0.218473019,1.478145678,0.74514,0.7446
0.028839453,10.45405712,0.034621699,0.000110259,0.863661467,2.49252929,0.7453,0.7447
0.017968815,10.65705337,0.036802725,0.000327048,0.31957468,1.525636301,0.74549,0.74499
0.02000471,10.76356461,0.040259615,0.000225202,0.062239665,2.248317272,0.74572,0.7452
0.034290057,10.17285689,0.062714033,0.000798191,0.332217711,2.237116837,0.74611,0.74549
0.017374194,10.09439376,0.031422993,0.000244479,0.373959742,1.443822745,0.74619,0.74565
0.033190106,10.18501609,0.00511074,0.000507539,0.541654308,2.272560926,0.7464,0.74584
0.045043001,10.31112021,0.097938023,0.000786076,0.409487584,2.409812031,0.74734,0.74676
0.033866281,10.26347115,0.087880167,0.000652201,0.668853858,1.796171675,0.74753,0.74697
0.04506828,10.30538618,0.081875977,0.00050649,0.665152975,2.290655916,0.74776,0.74714
0.024955758,10.71949871,0.029401525,0.00083052,0.134153874,1.319533756,0.74921,0.74867
0.033919596,10.59065556,0.007065672,0.000625005,0.035198211,1.289954376,0.74964,0.74918
0.032958957,10.23080326,0.066036717,0.000476403,0.80228074,1.839253848,0.75062,0.75
0.022848978,10.08540862,0.004417615,0.00086232,0.491245897,1.553235562,0.75062,0.75016
0.021054747,10.82733348,0.057587368,0.000311937,0.082070384,2.135322728,0.75082,0.75028
0.039070525,10.33766004,0.033770459,0.000652736,0.555965433,2.139034392,0.75149,0.75085
0.018642108,10.72116746,0.050603337,0.000332373,0.443771531,1.497053194,0.75159,0.75099
0.049004435,10.20515691,0.037900435,0.000239947,0.00121195,1.393264052,0.75187,0.75147
0.023677538,10.14237407,0.004974817,0.000692219,0.024848338,2.049486151,0.75252,0.75194
0.031338332,10.38725196,0.091574967,0.000775798,0.033070317,2.192809969,0.75275,0.75221
0.035079363,10.08403019,0.020169084,5.97E-05,0.022514796,1.528079159,0.75337,0.75293
0.028262538,10.23662399,0.070280976,0.000774092,0.780829077,1.399914528,0.7536,0.75304
0.049192438,10.65659827,0.050583959,0.000888296,0.417836849,2.429783188,0.75477,0.75415
0.01359393,10.84115608,0.01880463,2.03E-05,0.341456114,1.782246355,0.75552,0.755
0.038363979,10.60375364,0.059366921,0.000746173,0.602413226,1.938029648,0.75624,0.75564
0.021949415,10.85230387,0.093215668,4.12E-06,0.061862707,2.347933851,0.75693,0.75639
0.024739832,10.17536473,0.058281618,0.000770907,0.213777181,1.441504209,0.75714,0.75658
0.03620609,10.05485919,0.092132662,0.000771535,0.059565028,1.423156937,0.75733,0.75683
0.041162868,10.33462079,0.026652272,0.000898366,0.478036922,2.075619706,0.75775,0.75721
0.021603411,10.47740609,0.096318516,0.000199591,0.085997416,2.303446805,0.75903,0.75849
0.034955058,10.16054985,0.080690436,0.000314792,0.71218663,2.228002449,0.75913,0.75853
0.024809309,10.38469096,0.003844532,0.000716976,0.26417227,2.2886354,0.75912,0.7586
0.026673846,10.30061522,0.080394711,0.00083469,0.485631951,1.437519554,0.75925,0.75867
0.038983871,10.0498073,0.017101321,0.000607658,0.548049582,2.180022417,0.7599,0.75936
0.033272957,10.47703733,0.058389395,0.000668441,0.40196266,2.159243064,0.76001,0.75945
0.023625761,10.6006188,0.078187608,0.000564756,0.173399849,1.699086818,0.76024,0.75976
0.035030876,10.66274695,0.056899849,0.000586056,0.682923438,1.901079327,0.7607,0.7601
0.021231676,10.56448154,0.048793556,0.000150169,0.296887632,1.257637107,0.76069,0.76015
0.032205095,10.36118889,0.081493843,0.000972624,0.179734565,2.419161723,0.7615,0.76092
0.016767955,10.51559956,0.085674531,1.86E-05,0.183780749,2.134033517,0.76158,0.76098
0.018253533,10.26631381,0.027121983,0.000237921,0.452525574,1.250129196,0.76163,0.76107
0.02421996,10.02963751,0.047383,0.000730182,0.23401509,1.749801362,0.76201,0.76147
0.043238441,10.58082006,0.066277361,0.000687439,0.485728448,2.28984257,0.76409,0.76351
0.019458231,10.91422401,0.040637036,0.000184599,0.067176564,2.450723082,0.76417,0.76365
0.037535203,10.54658071,0.037717061,0.000968957,0.593417702,1.740085577,0.76468,0.76412
0.045551531,10.86338584,0.04708378,0.000608374,0.007515712,1.524026161,0.76487,0.76443
0.022499762,10.59025093,0.052419576,0.00042621,0.625668585,1.569046465,0.7654,0.76486
0.047828837,10.72275114,0.063630158,0.00036749,0.791027978,2.397756912,0.76605,0.76545
0.0201641,10.74280117,0.021238624,0.000446197,0.24250839,2.023006473,0.76612,0.7656
0.025433602,10.85084685,0.087097605,0.000772265,0.676206653,1.260388207,0.76639,0.76587
0.020793928,10.75152277,0.029410317,0.000587394,0.456694218,1.2940731,0.76655,0.76601
0.015012224,10.04379106,0.001832069,0.000569427,0.143197658,1.884993244,0.76674,0.76618
0.024825566,10.06495505,0.006644559,0.000738539,0.849710134,1.36504274,0.76687,0.76637
0.038601859,10.17541131,0.00398971,0.000730591,0.663482284,1.951995261,0.76697,0.76641
0.026945829,10.02921761,0.019971478,0.000234134,0.527182107,2.375316227,0.76696,0.76644
0.025488714,10.45745954,0.079079763,0.000300479,0.243260513,1.289805428,0.76729,0.76673
0.020272182,10.69871273,0.002558706,0.00080645,0.824524465,1.274340008,0.76731,0.76677
0.027224613,10.27599453,0.069406265,0.00047339,0.537901357,1.827636626,0.76831,0.76775
0.022736071,10.13857371,0.03480997,0.000499867,0.23707279,2.042721141,0.76932,0.76874
0.03926848,10.53085872,0.085413312,0.0008576,0.783684534,1.62746279,0.76983,0.76919
0.033224446,10.47315076,0.051093107,0.000577236,0.448228541,2.149543755,0.77025,0.76967
0.026314466,10.63852062,0.015982299,0.000531844,0.707646382,1.656876671,0.77066,0.77006
0.039371227,10.96429635,0.041290087,0.000429154,0.650499049,2.294694718,0.77105,0.77047
0.028139577,10.2314421,0.049292658,0.000998111,0.175810296,2.049492249,0.77127,0.77075
0.049622212,10.6301414,0.085153583,0.000962032,0.378453614,2.37819495,0.77133,0.77077
0.030637968,10.84523368,0.084680278,0.000879513,0.066809242,1.843459427,0.77193,0.77139
0.031181274,10.26755955,0.053614074,0.000889929,0.281197638,2.015658205,0.77375,0.77323
0.023598576,10.93359934,0.05635126,0.000658955,0.179641436,1.879592871,0.77386,0.77334
0.041233026,10.01827379,0.083749064,0.000654526,0.461797508,2.217395896,0.77392,0.77336
0.032907282,10.86156676,0.073840269,0.000220794,0.821171903,2.264019824,0.77413,0.77359
0.023545283,10.02986705,0.07865373,0.000439744,0.185618064,1.813800352,0.77426,0.77368
0.023175108,10.5818677,0.018685748,0.000858311,0.169124401,1.937759462,0.77447,0.77393
0.030236424,10.60687855,0.015769974,0.000694236,0.91629519,1.49116654,0.77589,0.77535
0.030006806,10.0296009,0.095255274,0.000261793,0.139353168,1.411976736,0.77599,0.77549
0.0448863,10.86895267,0.036723624,0.000865258,0.951774061,1.645831599,0.77666,0.7761
0.021776312,10.6595387,0.053259572,0.000400913,0.162544036,2.313183229,0.77725,0.77667
0.019196103,10.03666045,0.055593353,0.000147051,0.244335297,1.749514758,0.77732,0.77684
0.022314534,10.11277239,0.021890729,0.000469063,0.499745522,1.589462459,0.77795,0.77739
0.024193858,10.82930614,0.034505459,0.000546466,0.525643492,1.630236489,0.77812,0.77756
0.02990772,10.18153753,0.056356452,0.000960732,0.09793671,1.556891453,0.77862,0.77808
0.031642769,10.80838399,0.03638272,0.000951062,0.613907326,1.534212575,0.77938,0.7788
0.020186779,10.67405242,0.09656777,0.000265965,0.925042067,1.282436005,0.77971,0.77913
0.029885328,10.94465334,0.089685176,0.000452609,0.556739281,1.974315729,0.78095,0.78037
0.036746771,10.1198383,0.011896136,0.000488027,0.599320855,2.150916344,0.78119,0.78061
0.043127179,10.22844212,0.026989716,0.00064764,0.022795633,1.294716815,0.78154,0.78108
0.023823587,10.82323356,0.034142248,0.00067938,0.0800252,2.09991654,0.78233,0.78175
0.034270006,10.96620227,0.056044707,0.000983723,0.049158255,1.647593417,0.78265,0.78211
0.023622736,10.36540596,0.040221333,0.000431003,0.431285649,1.776151972,0.78304,0.78248
0.027981112,10.93055521,0.052758088,0.00057903,0.508241676,1.792214603,0.78318,0.78262
0.026224348,10.30261234,0.050297245,0.000565271,0.348612701,1.876551769,0.78353,0.78295
0.020477117,10.33472368,0.005034772,0.000804519,0.052141398,2.123629128,0.78398,0.78342
0.0271451,10.70195847,0.06102632,0.000780784,0.466987954,1.50821211,0.78413,0.78355
0.040608858,10.25554816,0.053235749,0.000998345,0.339388194,2.128291752,0.78499,0.78439
0.01586171,10.27313081,0.033851255,5.36E-05,0.834246079,1.296386813,0.78509,0.78453
0.023608594,10.41018955,0.018532304,0.000894988,0.11532388,1.782795325,0.78519,0.78461
0.046787032,10.57291525,0.027555847,0.000304863,0.011983676,1.337969218,0.78544,0.785
0.045751826,10.5455123,0.079709518,0.000643376,0.475560488,2.346956832,0.78572,0.78516
0.038592551,10.44042441,0.032772203,0.00050316,0.659642268,2.064725785,0.7859,0.78528
0.02402865,10.81019697,0.097053706,0.000113862,0.874277498,2.066287409,0.78591,0.78541
0.045219504,10.72964737,0.0736939,0.000515959,0.593969785,2.309830671,0.78606,0.7855
0.026013601,10.77781097,0.075187495,0.000215203,0.991796001,1.797437539,0.78661,0.78605
0.041845302,10.56949352,0.018254878,0.000810307,0.791932738,1.731114647,0.78705,0.78647
0.024725051,10.06139771,0.049262015,0.00061835,0.278146806,1.5413487,0.78818,0.78766
0.026498243,10.74435855,0.051568328,0.000687314,0.304760781,1.828585762,0.78844,0.78788
0.028527768,10.89780081,0.059418891,0.000121991,0.795414401,2.379913325,0.78917,0.78865
0.034603407,10.93228108,0.084843237,0.000576388,0.359818328,2.350198548,0.78924,0.78864
0.027426786,10.0650774,0.059558705,0.000589337,0.249240878,2.092518306,0.7893,0.78878
0.027422191,10.35904789,0.008451238,0.000922552,0.462816379,1.594115514,0.78934,0.78876
0.045637068,10.2963681,0.038825704,0.000563968,0.019201457,1.322697493,0.78974,0.78926
0.039221246,10.73055191,0.074416269,0.000604643,0.356154938,2.499397895,0.7901,0.78954
